S.No.,Area No.,Dept No.,Location,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Yearly Average,Year
138.0,X,138,Kalaignar Karunanidhi Nagar,15.88,16.508,15.925,16.34,17.56,14.205,14.96,12.043,10.626,12.616,8.96,10.55,13.847750000000003,2023
139.0,X,139,Saidapet (West),2.35,2.828,2.399,3.52,4.28,3.258,3.87,1.487,1.188,1.465,0.16,1.43,2.3529166666666668,2023
140.0,X,140,Kumaran Nagar North / South,3.7,4.116,4.413,4.68,5.08,4.598,4.831,3.686,3.159,3.662,2.03,2.2,3.84625,2023
141.0,X,141,VOC Nagar,10.75,11.358,11.496,11.94,12.19,12.099,12.248,11.712,11.413,11.747,9.52,9.41,11.323583333333334,2023
142.0,X,142,Saidapet East,6.29,6.637,6.936,7.49,7.74,7.8,7.677,7.263,6.758,6.675,5.92,4.61,6.816333333333333,2023
143.0,XI,143,Nolambur,2.48,2.586,2.5,2.92,3.01,3.21,3.52,3.21,1.498,1.017,0.9,1.09,2.3284166666666666,2023
144.0,XI,144,Mettukuppam,8.65,9.26,9.86,5.02,5.48,5.118,5.603,4.219,4.064,4.454,2.34,2.38,5.537333333333333,2023
145.0,XI,145,Nerkundram,3.59,4.41,4.34,4.91,4.98,4.928,5.275,4.108,3.534,3.97,0.53,2.06,3.88625,2023
146.0,XI,146,Nerkundram,1.81,2.366,2.49,3.25,3.48,3.4,3.86,3.68,2.867,3.222,0.7,0.8,2.660416666666667,2023
147.0,XI,147,Maduravoyal,1.17,1.854,2.076,2.7,2.7,2.476,3.059,1.742,1.428,1.883,0.77,0.97,1.9023333333333332,2023
148.0,XI,148,Nerkundram,2.09,2.688,2.189,3.0,3.5,3.13,3.54,2.156,1.853,1.908,0.38,0.8,2.2695000000000003,2023
149.0,XI,149,Valasaravakkam,2.59,2.996,2.455,3.13,3.32,3.125,3.443,3.25,2.355,2.479,0.64,1.67,2.621083333333333,2023
150.0,XI,150,Karambakkam,1.54,2.057,2.015,2.53,2.64,2.253,2.67,1.469,1.367,1.246,0.23,0.56,1.7147499999999998,2023
151.0,XI,151,Porur,2.61,3.052,3.119,3.79,3.93,3.744,3.81,3.084,2.96,3.314,2.4,1.87,3.14025,2023
152.0,XI,152,Valasaravakkam,2.8,3.051,3.039,3.44,3.79,3.687,3.908,3.11,2.736,2.801,2.23,1.72,3.026,2023
153.0,XI,153,Porur,3.25,3.589,3.408,4.3,4.56,4.45,4.26,4.15,4.32,3.6,2.94,3.79,3.8847500000000004,2023
154.0,XI,154,Ramapuram,2.79,3.393,3.069,3.74,3.87,3.27,4.15,3.25,2.792,3.285,1.82,2.01,3.119916666666667,2023
155.0,XI,155,Ramapuram,3.16,3.537,3.564,4.27,4.04,4.309,4.591,3.87,3.628,3.852,2.88,2.24,3.66175,2023
156.0,XII,156,Mugalivakkam,13.08,13.96,14.25,13.08,13.08,4.428,4.86,4.78,4.88,,,,9.599777777777778,2023
157.0,XII,157,Manapakkam,2.82,3.745,3.702,5.01,5.61,4.384,5.233,5.14,5.22,3.62,2.36,2.84,4.140333333333333,2023
158.0,XII,158,Nandambakkam,4.78,5.945,5.676,7.22,7.96,6.815,7.637,6.85,4.681,5.863,2.76,3.36,5.795583333333333,2023
159.0,XII,159,Meenampakkam,3.25,3.418,3.196,4.02,4.54,3.761,5.076,4.68,2.95,4.043,1.46,2.47,3.5720000000000005,2023
160.0,XII,160,Alandur,3.13,5.056,3.845,5.19,6.59,6.71,4.255,1.064,0.8,1.751,0.25,1.24,3.3234166666666667,2023
161.0,XII,161,Alandur Part / Adampakkam Part,2.78,2.533,2.84,2.49,4.52,2.45,2.381,2.499,2.421,2.06,1.76,2.75,2.623666666666667,2023
162.0,XII,162,T.G.Nagar / Nanganallur Part,2.94,3.298,2.776,3.38,4.08,2.618,2.903,2.166,2.307,2.683,1.68,2.59,2.7850833333333327,2023
163.0,XII,163,Adampakkam Part,2.31,2.611,2.208,3.19,4.18,2.251,2.775,1.712,1.6,2.681,1.3,2.08,2.408166666666667,2023
164.0,XII,164,Nanganallur Part / Pazhavanthangal Part,3.98,4.086,3.885,4.49,4.83,3.433,3.757,1.845,2.686,3.584,1.21,3.41,3.433000000000001,2023
165.0,XII,165,Adampakkam Part / Balaji Nagar,3.66,4.111,4.52,3.55,4.29,3.33,3.765,2.805,3.006,3.615,1.87,3.34,3.4884999999999997,2023
166.0,XII,166,B.V.Nagar / Nanganallur Part,2.15,2.258,2.265,2.13,2.54,1.98,1.992,1.722,1.798,2.101,1.45,2.05,2.0363333333333333,2023
167.0,XII,167,Nanganallur,3.16,3.402,3.56,2.78,3.37,2.193,2.328,1.874,2.087,2.306,1.36,2.05,2.539166666666667,2023
170.0,XIII,170,Guindy West,4.06,4.425,4.541,5.03,5.28,3.113,5.303,4.779,4.294,4.329,3.57,3.38,4.3420000000000005,2023
171.0,XIII,171,GD Naidu Nagar South,4.84,1.972,5.396,5.9,6.19,1.679,6.168,5.98,5.019,5.213,4.17,3.31,4.653083333333334,2023
172.0,XIII,172,GD Naidu Nagar East,1.96,1.513,3.648,3.03,3.41,1.493,3.78,3.25,1.974,2.264,0.54,1.69,2.3793333333333333,2023
173.0,XIII,173,Raja Annamalaipuram,1.69,3.364,2.076,2.18,2.33,3.69,1.785,1.504,1.299,1.611,0.28,1.36,1.93075,2023
174.0,XIII,174,Guindy East,,2.84,1.696,2.54,2.65,3.456,1.665,1.221,1.308,1.528,1.3,1.36,1.9603636363636363,2023
175.0,XIII,175,Adyar West,2.53,2.438,3.702,4.48,4.71,1.338,3.424,1.985,1.259,2.248,1.05,1.68,2.5703333333333336,2023
176.0,XIII,176,Adyar East,2.56,0.853,3.089,3.59,3.84,0.571,3.489,3.067,1.59,3.17,2.17,1.3,2.44075,2023
177.0,XIII,177,Velachery,1.92,2.824,1.627,2.44,2.38,2.47,3.56,0.787,2.948,1.764,0.04,1.6,2.03,2023
178.0,XIII,178,Velachery,0.74,0.862,0.502,0.61,0.86,0.92,0.873,0.506,1.091,0.712,0.15,0.73,0.713,2023
179.0,XIII,179,Velachery,2.47,2.371,2.219,2.51,2.72,2.74,2.56,1.713,0.637,2.39,0.75,2.56,2.1366666666666667,2023
180.0,XIII,180,Thiruvanmiyur West,1.15,3.187,3.25,1.15,1.15,3.474,3.89,3.58,3.65,1.15,1.15,,2.4346363636363635,2023
181.0,XIII,181,Thiruvanmiyur,,4.929,2.418,2.72,2.8,4.988,2.376,2.073,2.063,2.204,1.43,1.12,2.6473636363636364,2023
182.0,XIII,182,Thiruvanmiyur,2.86,3.181,3.341,3.77,3.89,0.205,4.01,3.86,2.848,3.07,2.15,1.46,2.8870833333333334,2023
,XIV,168,Ullagaram,4.19,3.467,4.677,5.63,6.2,5.078,5.354,5.01,2.9,3.745,1.68,2.88,4.23425,2023
,XIV,169,Puzhuthivakkam,0.74,1.52,1.86,2.05,2.54,2.83,2.98,2.38,2.42,0.358,0.38,0.3,1.6965000000000001,2023
183.0,XIV,183,Kottivakkam,3.42,4.105,3.372,3.78,3.98,2.775,3.425,3.349,3.467,4.079,2.82,3.39,3.496833333333333,2023
184.0,XIV,184,Perungudi,2.71,3.84,3.18,3.5,4.22,2.177,2.933,2.14,1.516,2.263,0.51,1.73,2.5599166666666666,2023
185.0,XIV,185,Palavakkam,3.9,3.527,3.954,4.27,4.44,3.771,3.884,3.599,3.364,3.595,2.84,2.8,3.661999999999999,2023
186.0,XIV,186,Perungudi,9.91,11.006,11.42,12.15,12.57,12.004,11.893,11.365,10.321,10.061,6.15,5.89,10.395000000000001,2023
187.0,XIV,187,Madipakkam,0.84,1.322,1.429,1.86,2.38,1.836,2.129,0.901,0.797,1.074,0.22,0.49,1.2731666666666668,2023
188.0,XIV,188,Madipakkam,1.63,4.107,4.405,3.32,4.24,2.548,2.664,1.586,1.642,1.89,0.98,1.73,2.5618333333333334,2023
189.0,XIV,189,Pallikaranai,3.58,4.504,4.987,3.87,4.93,1.119,0.786,0.178,0.096,0.69,0.33,0.5,2.1308333333333334,2023
190.0,XIV,190,Pallikarania,2.2,2.94,2.857,3.34,3.92,3.233,3.25,2.204,1.828,2.348,1.16,2.22,2.625,2023
191.0,XIV,191,Jalladampettai,,4.436,4.89,5.21,5.54,5.6,3.975,2.624,2.168,3.838,1.78,3.2,3.932818181818182,2023
192.0,XV,192,Neelankarai,4.5,5.26,5.194,5.24,5.68,5.469,5.571,5.184,5.35,5.022,3.98,,5.131818181818182,2023
193.0,XV,193,Neelankarai,2.47,2.464,2.453,2.44,2.63,2.085,2.178,2.114,1.802,2.123,1.49,1.68,2.1607499999999997,2023
194.0,XV,194,Okkiyam Thuraipakkam,1.92,2.481,2.438,2.68,2.75,2.179,2.239,1.903,2.35,1.978,1.44,1.9,2.188166666666667,2023
195.0,XV,195,Okkiyam Thuraipakkam,1.84,1.903,1.832,2.5,1.81,1.615,1.701,1.78,1.352,1.68,1.28,1.55,1.7369166666666667,2023
196.0,XV,196,Injampakkam,5.98,6.234,6.433,6.75,6.85,6.801,6.636,6.389,5.944,6.053,5.63,4.8,6.208333333333333,2023
197.0,XV,197,Karapakkam,2.89,3.666,4.119,4.6,5.85,6.067,5.5,5.12,5.22,3.4,1.6,1.22,4.104333333333333,2023
198.0,XV,198,Shozhinganallur,5.55,6.682,6.276,7.1,7.3,6.486,6.872,5.851,5.204,5.386,4.38,3.97,5.9214166666666666,2023
199.0,XV,199,Uthandi,2.01,2.384,2.581,3.18,3.58,0.0,1.492,1.14,1.22,1.52,1.2,,1.846090909090909,2023
200.0,XV,200,Semmenchery,3.17,3.38,3.722,4.05,5.18,4.907,5.827,5.078,2.96,5.052,2.55,1.66,3.9613333333333327,2023
1.0,I,1,Kathivakkam,1.38,1.43,1.48,,,,,,,,,,1.4299999999999997,2024
2.0,I,2,Kathivakkam,3.31,3.34,3.38,,,,,,,,,,3.3433333333333337,2024
3.0,I,3,Ernavoor,1.93,2.15,2.23,,,,,,,,,,2.1033333333333335,2024
4.0,I,4,Sadaiyankuppam,3.05,3.51,3.69,,,,,,,,,,3.4166666666666665,2024
5.0,I,5,Kamadhenu Nagar,3.31,3.65,3.76,,,,,,,,,,3.573333333333333,2024
6.0,I,6,Murugappa Nagar,0.21,0.27,0.45,,,,,,,,,,0.31,2024
7.0,I,7,Raja Shanmugam Nagar,1.42,1.6,1.77,,,,,,,,,,1.5966666666666667,2024
8.0,I,8,Gandhinagar,3.0,3.48,3.81,,,,,,,,,,3.43,2024
9.0,I,9,Amsa Thottam,6.26,6.47,6.72,,,,,,,,,,6.483333333333333,2024
10.0,I,10,Chinna Mettupalaiyam,4.1,4.52,5.01,,,,,,,,,,4.543333333333333,2024
11.0,I,11,Ondikuppam,3.57,3.91,4.26,,,,,,,,,,3.9133333333333336,2024
12.0,I,12,Sathankadu,2.2,2.46,5.01,,,,,,,,,,3.223333333333333,2024
13.0,I,13,Thilagar Nagar,0.83,0.99,1.12,,,,,,,,,,0.98,2024
14.0,I,14,Kaladipettai,4.09,5.18,5.46,,,,,,,,,,4.91,2024
15.0,I,15,Edayanchavadi,0.86,1.21,1.65,,,,,,,,,,1.24,2024
16.0,I,16,Sadayankuppam,0.44,0.8,1.14,,,,,,,,,,0.7933333333333333,2024
17.0,I,17,Theeumpakkam,1.59,2.11,2.91,,,,,,,,,,2.2033333333333336,2024
18.0,I,18,Manali,6.0,6.65,6.89,,,,,,,,,,6.513333333333333,2024
19.0,I,19,Chinna Mathur,4.38,5.45,6.47,,,,,,,,,,5.433333333333334,2024
20.0,I,20,Mathur,5.26,5.71,7.07,,,,,,,,,,6.013333333333333,2024
21.0,I,21,Chinna Sekadu (Part),2.15,2.79,3.14,,,,,,,,,,2.6933333333333334,2024
22.0,III,22,Kavankarai,4.05,4.64,5.62,,,,,,,,,,4.77,2024
23.0,III,23,Puzhal,7.26,9.16,9.35,,,,,,,,,,8.590000000000002,2024
24.0,III,24,Surappattu,4.01,6.68,15.0,,,,,,,,,,8.563333333333333,2024
25.0,III,25,Kathirvedu,4.19,6.28,13.47,,,,,,,,,,7.98,2024
26.0,III,26,Madhavaram,4.25,8.25,12.74,,,,,,,,,,8.413333333333334,2024
27.0,III,27,Milk Colony,2.32,3.52,5.03,,,,,,,,,,3.6233333333333335,2024
28.0,III,28,Chinna Sekadu,1.55,2.71,2.55,,,,,,,,,,2.27,2024
29.0,III,29,Chinnandi Madam,0.96,1.32,2.21,,,,,,,,,,1.4966666666666668,2024
30.0,III,30,Alex Nagar,10.32,10.31,10.29,,,,,,,,,,10.306666666666667,2024
31.0,III,31,Moolakadai,2.6,3.27,4.17,,,,,,,,,,3.3466666666666662,2024
32.0,III,32,Kalpalaiyam,9.71,10.98,16.02,,,,,,,,,,12.236666666666666,2024
33.0,III,33,Thatankulam,3.6,4.14,5.48,,,,,,,,,,4.406666666666667,2024
34.0,IV,34,Kodungaiyur (West),1.77,2.58,3.42,,,,,,,,,,2.59,2024
35.0,IV,35,Thiruvalluvar Nagar,3.11,4.79,6.12,,,,,,,,,,4.673333333333333,2024
36.0,IV,36,Perambur (East),3.41,4.79,6.12,,,,,,,,,,4.773333333333333,2024
37.0,IV,37,Kodungaiyur (East),2.45,2.67,3.13,,,,,,,,,,2.75,2024
38.0,IV,38,Dr.Radhakrishnan Nagar (North),2.42,2.67,2.86,,,,,,,,,,2.65,2024
39.0,IV,39,Cheriyan Nagar North / South,3.69,3.99,4.3,,,,,,,,,,3.9933333333333336,2024
40.0,IV,40,Jeeva Nagar (North),1.62,1.7,1.17,,,,,,,,,,1.4966666666666668,2024
41.0,IV,41,Vyasarpadi North / Kumarasamy Nagar North,1.74,2.1,2.17,,,,,,,,,,2.0033333333333334,2024
42.0,IV,42,Korukkupet,2.01,2.45,2.87,,,,,,,,,,2.4433333333333334,2024
43.0,IV,43,Tondiarpet,1.61,1.93,2.27,,,,,,,,,,1.9366666666666668,2024
44.0,IV,44,Perambur (North),4.9,5.23,5.67,,,,,,,,,,5.266666666666667,2024
45.0,IV,45,Elango Nagar,1.66,2.03,2.43,,,,,,,,,,2.0399999999999996,2024
46.0,IV,46,Vyasarpadi (South),2.19,2.64,2.82,,,,,,,,,,2.5500000000000003,2024
47.0,IV,47,Dr.Radhakrishnan Nagar (South),1.84,2.16,2.34,,,,,,,,,,2.1133333333333333,2024
48.0,IV,48,Mottai Thottam,2.22,2.82,3.06,,,,,,,,,,2.6999999999999997,2024
49.0,V,49,Grace Garden,2.23,2.73,3.22,,,,,,,,,,2.7266666666666666,2024
50.0,V,50,Royapuram,1.8,1.93,2.01,,,,,,,,,,1.9133333333333333,2024
51.0,V,51,Narayana Garden / Old Washermenpet,2.86,3.28,3.8,,,,,,,,,,3.313333333333333,2024
52.0,V,52,Meenakshiammanpet,3.02,3.41,3.89,,,,,,,,,,3.44,2024
53.0,V,53,Basin Bridge,,,,,,,,,,,,,,2024
54.0,V,54,Kondithope / Peddunaickenpet,3.49,3.89,4.14,,,,,,,,,,3.84,2024
55.0,V,55,Seven Wells (North / South),4.91,5.37,5.88,,,,,,,,,,5.386666666666667,2024
56.0,V,56,Muthialpet,10.0,9.96,10.01,,,,,,,,,,9.99,2024
57.0,V,57,Sowcarpet,4.7,5.21,5.79,,,,,,,,,,5.233333333333333,2024
58.0,V,58,Poonga Nagar,8.43,9.29,9.95,,,,,,,,,,9.223333333333333,2024
59.0,V,59,Edapalayam / Nehru Nagar,6.35,7.14,7.66,,,,,,,,,,7.05,2024
60.0,V,60,Vallal Seethakathi Nagar,4.04,4.04,4.09,,,,,,,,,,4.056666666666667,2024
61.0,V,61,Egmore / Pudupet,6.87,7.78,9.03,,,,,,,,,,7.8933333333333335,2024
62.0,V,62,Chintadripet,2.4,2.73,3.15,,,,,,,,,,2.76,2024
63.0,V,63,Komaleeswaranpet,3.23,4.24,5.0,,,,,,,,,,4.156666666666667,2024
64.0,VI,64,Kolathur,1.85,2.2,2.55,,,,,,,,,,2.2,2024
65.0,VI,65,Venus Nagar,0.98,1.3,1.62,,,,,,,,,,1.3,2024
66.0,VI,66,Agaram (North),2.14,2.43,3.0,,,,,,,,,,2.5233333333333334,2024
67.0,VI,67,Agaram (South),4.05,5.13,6.1,,,,,,,,,,5.093333333333333,2024
68.0,VI,68,Sembium,2.93,4.17,5.71,,,,,,,,,,4.27,2024
69.0,VI,69,Siruvallur,,,,,,,,,,,,,,2024
70.0,VI,70,Perambur (South),7.71,8.37,9.27,,,,,,,,,,8.45,2024
71.0,VI,71,Thiru Vi Ka Nagar,9.87,8.91,9.01,,,,,,,,,,9.263333333333334,2024
72.0,VI,72,Dr Sathiyavanimuthu Nagar,2.0,2.52,3.03,,,,,,,,,,2.516666666666666,2024
73.0,VI,73,Pulianthope,6.17,7.23,8.41,,,,,,,,,,7.2700000000000005,2024
74.0,VI,74,Maraimalai Adikal Nagar,4.36,5.23,6.13,,,,,,,,,,5.239999999999999,2024
75.0,VI,75,Kosappet,1.86,3.8,5.01,,,,,,,,,,3.5566666666666666,2024
76.0,VI,76,Pattalam SC (G),,,,,,,,,,,,,,2024
77.0,VI,77,Dr. Besant Nagar/ Thattankulam,5.43,6.8,9.78,,,,,,,,,,7.336666666666666,2024
78.0,VI,78,Choolai,7.25,8.3,9.25,,,,,,,,,,8.266666666666667,2024
79.0,VII,79,Banu Nagar,6.9,7.8,13.48,,,,,,,,,,9.393333333333333,2024
80.0,VII,80,Athimulam Nagar,2.95,4.16,9.27,,,,,,,,,,5.46,2024
81.0,VII,81,Vijayalakshmipuram,3.18,4.21,2.47,,,,,,,,,,3.286666666666667,2024
82.0,VII,82,Kallikuppam,4.3,6.66,10.51,,,,,,,,,,7.156666666666666,2024
83.0,VII,83,Puthagaram,2.47,1.77,1.81,,,,,,,,,,2.016666666666667,2024
84.0,VII,84,Korattur,1.93,2.32,2.74,,,,,,,,,,2.33,2024
85.0,VII,85,Menambedu,6.09,7.068,8.8,,,,,,,,,,7.319333333333333,2024
86.0,VII,86,Ayyappakkam,2.9,3.56,4.08,,,,,,,,,,3.513333333333333,2024
87.0,VII,87,Mathiyalagan Nagar,3.9,4.73,4.87,,,,,,,,,,4.5,2024
88.0,VII,88,Villivakkam / Anna Nagar West,5.76,6.58,7.1,,,,,,,,,,6.4799999999999995,2024
89.0,VII,89,Anna Nagar West Extension,2.57,2.91,3.07,,,,,,,,,,2.85,2024
90.0,VII,90,Padikuppam,3.01,3.52,4.0,,,,,,,,,,3.51,2024
91.0,VII,91,Nolambur (Part) / Mugappair Eri Scheme,8.08,8.55,8.79,,,,,,,,,,8.473333333333334,2024
92.0,VII,92,Padi Pudhu nagar,3.68,3.98,3.99,,,,,,,,,,3.8833333333333333,2024
93.0,VII,93,Maduravoyal (Part) / Nerkundram (Part),2.58,2.58,2.79,,,,,,,,,,2.65,2024
94.0,VIII,94,Villivakkam North,2.1,3.02,4.87,,,,,,,,,,3.33,2024
95.0,VIII,95,Vasantham Colony,5.15,6.46,6.83,,,,,,,,,,6.146666666666666,2024
96.0,VIII,96,Viduthalai Gurusamy Nagar South,2.28,3.15,3.65,,,,,,,,,,3.026666666666667,2024
97.0,VIII,97,Ayanavaram,0.72,1.18,1.56,,,,,,,,,,1.1533333333333333,2024
98.0,VIII,98,Pannerselvam Nagar,3.61,4.01,4.21,,,,,,,,,,3.943333333333333,2024
99.0,VIII,99,Villivakkam South,6.59,8.09,8.38,,,,,,,,,,7.686666666666667,2024
100.0,VIII,100,Anna Nagar (West),6.67,8.38,9.47,,,,,,,,,,8.173333333333334,2024
101.0,VIII,101,Anna Nagar (Central),2.64,3.02,3.2,,,,,,,,,,2.953333333333333,2024
102.0,VIII,102,Anna Nagar (East),2.01,2.22,2.58,,,,,,,,,,2.27,2024
103.0,VIII,103,Shenoy Nagar,6.05,6.98,7.86,,,,,,,,,,6.963333333333334,2024
104.0,VIII,104,Purasawalkam,2.39,3.51,4.44,,,,,,,,,,3.4466666666666668,2024
105.0,VIII,105,Aminjikarai West,3.94,4.98,6.34,,,,,,,,,,5.086666666666667,2024
106.0,VIII,106,Aminjikarai East,2.81,3.8,4.46,,,,,,,,,,3.69,2024
107.0,VIII,107,Chetpet / Kilpauk South,3.68,4.22,4.76,,,,,,,,,,4.22,2024
108.0,VIII,108,Aminjikarai Central,3.68,4.22,4.75,,,,,,,,,,4.216666666666667,2024
109.0,IX,109,Periyar Nagar North,3.28,4.185,5.04,,,,,,,,,,4.168333333333333,2024
110.0,IX,110,Nungambakkam,6.77,8.06,8.99,,,,,,,,,,7.94,2024
111.0,IX,111,Thousand Lights,10.8,11.71,12.35,,,,,,,,,,11.62,2024
112.0,IX,112,Vadapalani East,5.62,7.47,8.39,,,,,,,,,,7.16,2024
113.0,IX,113,Nakkeerar Nagar,5.02,6.51,7.48,,,,,,,,,,6.336666666666666,2024
114.0,IX,114,Chepauk,4.04,4.86,5.75,,,,,,,,,,4.883333333333334,2024
115.0,IX,115,Amir mahal,3.2,4.81,5.79,,,,,,,,,,4.6000000000000005,2024
116.0,IX,116,Thiruvallikeni,4.49,4.24,5.58,,,,,,,,,,4.7700000000000005,2024
117.0,IX,117,Sathiyamoorthi Nagar,6.83,7.94,8.31,,,,,,,,,,7.6933333333333325,2024
118.0,IX,118,Teynampet,6.73,8.33,8.83,,,,,,,,,,7.963333333333334,2024
119.0,IX,119,Azad Nagar North / South,5.67,6.97,7.71,,,,,,,,,,6.783333333333334,2024
120.0,IX,120,Krishnampet,2.67,3.49,4.04,,,,,,,,,,3.4,2024
121.0,IX,121,Vivekanandhapuram,1.93,2.23,2.58,,,,,,,,,,2.2466666666666666,2024
122.0,IX,122,Alwarpet (South),10.7,11.64,12.57,,,,,,,,,,11.636666666666665,2024
123.0,IX,123,Bhemmannapet,5.21,6.46,6.61,,,,,,,,,,6.093333333333334,2024
124.0,IX,124,Mylapore,2.96,3.49,3.95,,,,,,,,,,3.466666666666667,2024
125.0,IX,125,Santhome,1.19,1.56,2.01,,,,,,,,,,1.5866666666666667,2024
126.0,IX,126,Avvai Nagar North,4.41,4.88,5.03,,,,,,,,,,4.773333333333333,2024
127.0,X,127,Virugambakkam North,12.06,12.85,12.32,,,,,,,,,,12.410000000000002,2024
128.0,X,128,Virugambakkam South,2.73,3.35,3.59,,,,,,,,,,3.223333333333333,2024
129.0,X,129,Saligramam,1.77,2.65,2.9,,,,,,,,,,2.44,2024
130.0,X,130,Vadapalani West,4.98,5.72,6.28,,,,,,,,,,5.66,2024
131.0,X,131,Kodambakkam North,1.56,1.82,1.95,,,,,,,,,,1.7766666666666666,2024
132.0,X,132,Ashok Nagar,3.3,4.58,4.95,,,,,,,,,,4.276666666666666,2024
133.0,X,133,MGR Nagar,4.68,5.52,5.64,,,,,,,,,,5.28,2024
134.0,X,134,Navalar Nedunchezian Nagar East,3.5,4.4,4.76,,,,,,,,,,4.22,2024
135.0,X,135,Kamarajar Nagar South / East,4.43,6.25,7.64,,,,,,,,,,6.1066666666666665,2024
136.0,X,136,Thiyagaraya Nagar,4.92,5.95,6.7,,,,,,,,,,5.8566666666666665,2024
137.0,X,137,Kodambakkam (S),1.9,2.47,2.5,,,,,,,,,,2.29,2024
138.0,X,138,Kalaignar Karunanidhi Nagar,12.26,14.23,15.86,,,,,,,,,,14.116666666666667,2024
139.0,X,139,Saidapet (West),1.88,2.72,3.45,,,,,,,,,,2.6833333333333336,2024
140.0,X,140,Kumaran Nagar North / South,2.96,4.17,4.79,,,,,,,,,,3.973333333333333,2024
141.0,X,141,VOC Nagar,10.35,11.2,11.84,,,,,,,,,,11.13,2024
142.0,X,142,Saidapet East,5.46,6.11,6.65,,,,,,,,,,6.073333333333333,2024
143.0,XI,143,Nolambur,1.72,2.189,2.55,,,,,,,,,,2.153,2024
144.0,XI,144,Mettukuppam,3.65,4.86,5.61,,,,,,,,,,4.706666666666667,2024
145.0,XI,145,Nerkundram,3.12,4.09,4.59,,,,,,,,,,3.9333333333333336,2024
146.0,XI,146,Nerkundram,1.73,2.53,2.96,,,,,,,,,,2.4066666666666667,2024
147.0,XI,147,Maduravoyal,1.63,2.58,3.44,,,,,,,,,,2.5500000000000003,2024
148.0,XI,148,Nerkundram,1.6,5.44,3.1,,,,,,,,,,3.3800000000000003,2024
149.0,XI,149,Valasaravakkam,2.24,2.91,3.19,,,,,,,,,,2.78,2024
150.0,XI,150,Karambakkam,0.9,1.31,1.59,,,,,,,,,,1.2666666666666666,2024
151.0,XI,151,Porur,2.55,3.32,3.61,,,,,,,,,,3.1599999999999997,2024
152.0,XI,152,Valasaravakkam,2.4,2.79,3.27,,,,,,,,,,2.82,2024
153.0,XI,153,Porur,4.41,4.52,4.76,,,,,,,,,,4.5633333333333335,2024
154.0,XI,154,Ramapuram,2.68,3.37,3.95,,,,,,,,,,3.3333333333333335,2024
155.0,XI,155,Ramapuram,2.75,3.23,3.61,,,,,,,,,,3.1966666666666668,2024
156.0,XII,156,Mugalivakkam,,,,,,,,,,,,,,2024
157.0,XII,157,Manapakkam,3.25,3.81,4.57,,,,,,,,,,3.876666666666667,2024
158.0,XII,158,Nandambakkam,4.0,3.95,2.75,,,,,,,,,,3.5666666666666664,2024
159.0,XII,159,Meenampakkam,3.73,4.96,5.49,,,,,,,,,,4.726666666666667,2024
160.0,XII,160,Alandur,1.76,3.11,6.7,,,,,,,,,,3.856666666666667,2024
161.0,XII,161,Alandur Part / Adampakkam Part,2.77,3.73,3.16,,,,,,,,,,3.22,2024
162.0,XII,162,T.G.Nagar / Nanganallur Part,2.86,3.78,3.95,,,,,,,,,,3.53,2024
163.0,XII,163,Adampakkam Part,2.47,4.3,5.09,,,,,,,,,,3.953333333333333,2024
164.0,XII,164,Nanganallur Part / Pazhavanthangal Part,3.91,4.42,4.95,,,,,,,,,,4.426666666666667,2024
165.0,XII,165,Adampakkam Part / Balaji Nagar,3.61,4.63,4.6,,,,,,,,,,4.28,2024
166.0,XII,166,B.V.Nagar / Nanganallur Part,2.31,3.16,4.4,,,,,,,,,,3.2900000000000005,2024
167.0,XII,167,Nanganallur,2.12,2.87,3.08,,,,,,,,,,2.69,2024
170.0,XIII,170,Guindy West,3.84,4.42,4.95,,,,,,,,,,4.403333333333333,2024
171.0,XIII,171,GD Naidu Nagar South,4.14,4.88,5.32,,,,,,,,,,4.78,2024
172.0,XIII,172,GD Naidu Nagar East,2.04,3.3,3.09,,,,,,,,,,2.81,2024
173.0,XIII,173,Raja Annamalaipuram,1.58,1.86,2.01,,,,,,,,,,1.8166666666666667,2024
174.0,XIII,174,Guindy East,1.48,2.03,2.01,,,,,,,,,,1.8399999999999999,2024
175.0,XIII,175,Adyar West,2.08,2.85,3.34,,,,,,,,,,2.7566666666666664,2024
176.0,XIII,176,Adyar East,1.69,2.24,2.72,,,,,,,,,,2.216666666666667,2024
177.0,XIII,177,Velachery,1.64,2.16,2.4,,,,,,,,,,2.0666666666666664,2024
178.0,XIII,178,Velachery,0.85,0.9,1.04,,,,,,,,,,0.93,2024
179.0,XIII,179,Velachery,2.72,3.16,3.36,,,,,,,,,,3.08,2024
180.0,XIII,180,Thiruvanmiyur West,1.15,1.15,1.15,,,,,,,,,,1.15,2024
181.0,XIII,181,Thiruvanmiyur,1.36,1.74,1.97,,,,,,,,,,1.6900000000000002,2024
182.0,XIII,182,Thiruvanmiyur,1.83,2.29,2.66,,,,,,,,,,2.2600000000000002,2024
,XIV,168,Ullagaram,3.55,4.63,5.64,,,,,,,,,,4.6066666666666665,2024
,XIV,169,Puzhuthivakkam,0.47,0.63,2.03,,,,,,,,,,1.0433333333333332,2024
183.0,XIV,183,Kottivakkam,2.84,2.42,3.39,,,,,,,,,,2.8833333333333333,2024
184.0,XIV,184,Perungudi,1.76,3.2,3.68,,,,,,,,,,2.8800000000000003,2024
